Sujeto,Canal,Frecuencia,Potencia
sub-001,C4,33.75,2.2491809190363182e-12
sub-001,C4,34.375,2.588561702238077e-12
sub-001,C4,35.0,2.674840081941179e-12
sub-001,C4,35.625,2.2473505856314362e-12
sub-001,C4,36.25,2.1480544823184454e-12
sub-001,C4,36.875,2.3430808124108933e-12
sub-001,C4,37.5,1.9770926814017272e-12
sub-001,C4,38.125,1.9695018210055516e-12
sub-001,C4,38.75,2.3531698515925728e-12
sub-001,C4,39.375,2.2573539995181303e-12
sub-001,C4,40.0,2.00712264321135e-12
sub-001,Cz,1.25,6.595589818981549e-10
sub-001,Cz,1.875,4.932548015156435e-10
sub-001,Cz,2.5,3.3075402585456666e-10
sub-001,Cz,3.125,2.2970238012908034e-10
sub-001,Cz,3.75,1.4685768559017395e-10
sub-001,Cz,4.375,1.1160771137509081e-10
sub-001,Cz,5.0,9.874463102991233e-11
sub-001,Cz,5.625,9.259314041355066e-11
sub-001,Cz,6.25,4.869441012905282e-11
sub-001,Cz,6.875,4.715412149484036e-11
sub-001,Cz,7.5,5.122284749465325e-11
sub-001,Cz,8.125,4.425586186719201e-11
sub-001,Cz,8.75,5.3459316175274966e-11
sub-001,Cz,9.375,3.693990624335285e-11
sub-001,Cz,10.0,2.4623622811173555e-11
sub-001,Cz,10.625,2.6713178513572057e-11
sub-001,Cz,11.25,2.5685418886901497e-11
sub-001,Cz,11.875,3.7435437367537366e-11
sub-001,Cz,12.5,2.7058328103796816e-11
sub-001,Cz,13.125,2.7992895012956756e-11
sub-001,Cz,13.75,2.485466674010934e-11
sub-001,Cz,14.375,2.4493110012583695e-11
sub-001,Cz,15.0,2.1129288434820473e-11
sub-001,Cz,15.625,2.2849080769762962e-11
sub-001,Cz,16.25,2.0078882144534265e-11
sub-001,Cz,16.875,1.6998724243802428e-11
sub-001,Cz,17.5,1.3367674102026054e-11
sub-001,Cz,18.125,1.4393790696228655e-11
sub-001,Cz,18.75,1.2875045318091974e-11
sub-001,Cz,19.375,1.3136776054927689e-11
sub-001,Cz,20.0,1.0327645234766324e-11
sub-001,Cz,20.625,1.011930983322166e-11
sub-001,Cz,21.25,1.1266913458767915e-11
sub-001,Cz,21.875,9.882632491503178e-12
sub-001,Cz,22.5,9.04619200792518e-12
sub-001,Cz,23.125,1.0047057029631446e-11
sub-001,Cz,23.75,1.1071705117017754e-11
sub-001,Cz,24.375,9.789088428060139e-12
sub-001,Cz,25.0,7.923047805477414e-12
sub-001,Cz,25.625,8.313072698994017e-12
sub-001,Cz,26.25,8.69959612130024e-12
sub-001,Cz,26.875,9.260510254471702e-12
sub-001,Cz,27.5,7.741862975552735e-12
sub-001,Cz,28.125,6.483938403669757e-12
sub-001,Cz,28.75,6.7825955537862654e-12
sub-001,Cz,29.375,6.533133609887794e-12
sub-001,Cz,30.0,6.7273287759021405e-12
sub-001,Cz,30.625,5.288045689853322e-12
sub-001,Cz,31.25,4.137927683079638e-12
sub-001,Cz,31.875,3.3186826554317183e-12
sub-001,Cz,32.5,3.2401956277549858e-12
sub-001,Cz,33.125,4.120244502792508e-12
sub-001,Cz,33.75,3.759573923616912e-12
sub-001,Cz,34.375,3.360565656592258e-12
sub-001,Cz,35.0,3.388865022632447e-12
sub-001,Cz,35.625,2.5907119406194906e-12
sub-001,Cz,36.25,2.6412994517053053e-12
sub-001,Cz,36.875,2.6675255402931614e-12
sub-001,Cz,37.5,2.2853600758673327e-12
sub-001,Cz,38.125,2.4363305368588695e-12
sub-001,Cz,38.75,2.671050326308702e-12
sub-001,Cz,39.375,2.353372304736209e-12
sub-001,Cz,40.0,2.314401249944863e-12
sub-002,C3,1.25,1.624359131352312e-10
sub-002,C3,1.875,9.629937449276045e-11
sub-002,C3,2.5,6.036367038843449e-11
sub-002,C3,3.125,4.9532096057052344e-11
sub-002,C3,3.75,2.5662485385036292e-11
sub-002,C3,4.375,1.468318379484262e-11
sub-002,C3,5.0,1.2024626101264723e-11
sub-002,C3,5.625,1.1647811575013142e-11
sub-002,C3,6.25,1.0776114369135731e-11
sub-002,C3,6.875,1.2889138128175785e-11
sub-002,C3,7.5,9.571709054695308e-12
sub-002,C3,8.125,6.563030699270076e-12
sub-002,C3,8.75,8.359388624795044e-12
sub-002,C3,9.375,1.17795004034122e-11
sub-002,C3,10.0,1.185495359448921e-11
sub-002,C3,10.625,1.0419092728840598e-11
sub-002,C3,11.25,9.827581466049798e-12
sub-002,C3,11.875,1.0855323674030421e-11
sub-002,C3,12.5,1.0046986805764288e-11
sub-002,C3,13.125,7.155178589556701e-12
sub-002,C3,13.75,8.391848878891127e-12
sub-002,C3,14.375,6.571853505982381e-12
sub-002,C3,15.0,4.921949619280225e-12
sub-002,C3,15.625,5.0244312563618434e-12
sub-002,C3,16.25,3.5881927423472786e-12
sub-002,C3,16.875,4.586803187628153e-12
sub-002,C3,17.5,3.2385258343457858e-12
sub-002,C3,18.125,3.4750634967650476e-12
sub-002,C3,18.75,3.8184992351900144e-12
sub-002,C3,19.375,4.428789474459297e-12
sub-002,C3,20.0,3.947870936115609e-12
sub-002,C3,20.625,3.858339436170182e-12
sub-002,C3,21.25,6.532358539630278e-12
sub-002,C3,21.875,1.2742427934652876e-11
sub-002,C3,22.5,1.4692973904369676e-11
sub-002,C3,23.125,9.580426416192703e-12
sub-002,C3,23.75,6.140882946354766e-12
sub-002,C3,24.375,1.407359840620102e-11
sub-002,C3,25.0,9.209767799179564e-12
sub-002,C3,25.625,1.1363820961048486e-11
sub-002,C3,26.25,8.872158643694767e-12
sub-002,C3,26.875,9.213024955806055e-12
sub-002,C3,27.5,7.1949075727741425e-12
sub-002,C3,28.125,5.6096151060320535e-12
sub-002,C3,28.75,4.579595607146794e-12
sub-002,C3,29.375,5.778336832122542e-12
sub-002,C3,30.0,5.988212209479333e-12
sub-002,C3,30.625,1.1848658735796599e-11
sub-002,C3,31.25,9.074610219515185e-12
sub-002,C3,31.875,5.195780178654194e-12
sub-002,C3,32.5,5.337071730961671e-12
sub-002,C3,33.125,5.7534754917005965e-12
sub-002,C3,33.75,8.191500137702588e-12
sub-002,C3,34.375,7.878192624913366e-12
sub-002,C3,35.0,6.427532392206042e-12
sub-002,C3,35.625,4.421945033017313e-12
sub-002,C3,36.25,7.640442634389094e-12
sub-002,C3,36.875,6.637163991218322e-12
sub-002,C3,37.5,7.654153486823211e-12
sub-002,C3,38.125,6.808085691911199e-12
sub-002,C3,38.75,2.161443268372966e-12
sub-002,C3,39.375,6.508821546429836e-12
sub-002,C3,40.0,8.17617090209434e-12
sub-002,C4,1.25,1.4894331947969534e-10
sub-002,C4,1.875,8.322237523064223e-11
sub-002,C4,2.5,4.4744611116987215e-11
sub-002,C4,3.125,2.56936506038728e-11
sub-002,C4,3.75,1.908371338320165e-11
sub-002,C4,4.375,1.1976071128340653e-11
sub-002,C4,5.0,7.788348784749445e-12
sub-002,C4,5.625,8.166633357411534e-12
sub-002,C4,6.25,9.082678384854721e-12
sub-002,C4,6.875,1.0471929347127726e-11
sub-002,C4,7.5,7.1286006384902815e-12
sub-002,C4,8.125,8.238098804558001e-12
sub-002,C4,8.75,9.600261830023443e-12
sub-002,C4,9.375,9.903328930836757e-12
sub-002,C4,10.0,8.089295737381903e-12
sub-002,C4,10.625,6.747100043060444e-12
sub-002,C4,11.25,5.0763586160705675e-12
sub-002,C4,11.875,4.582338411526411e-12
sub-002,C4,12.5,4.011271587718499e-12
sub-002,C4,13.125,2.9420718590771554e-12
sub-002,C4,13.75,3.8698852290939926e-12
sub-002,C4,14.375,4.05288887074589e-12
sub-002,C4,15.0,2.8225196076207178e-12
sub-002,C4,15.625,2.9285696725805663e-12
sub-002,C4,16.25,2.230284932631628e-12
sub-002,C4,16.875,2.6999448276720065e-12
sub-002,C4,17.5,2.654558570456235e-12
sub-002,C4,18.125,3.0574011142201064e-12
sub-002,C4,18.75,3.162370325971528e-12
sub-002,C4,19.375,3.4359976522706113e-12
sub-002,C4,20.0,3.0943309760348647e-12
sub-002,C4,20.625,2.509209662502759e-12
sub-002,C4,21.25,3.704198819917862e-12
sub-002,C4,21.875,3.471076081338625e-12
sub-002,C4,22.5,4.281853723603319e-12
sub-002,C4,23.125,4.782516052578673e-12
sub-002,C4,23.75,4.219233331990523e-12
sub-002,C4,24.375,3.5810109773823412e-12
sub-002,C4,25.0,3.0770424462525158e-12
sub-002,C4,25.625,3.439714012641425e-12
sub-002,C4,26.25,2.640661336245304e-12
sub-002,C4,26.875,2.2595377473998868e-12
sub-002,C4,27.5,2.559853834331372e-12
sub-002,C4,28.125,1.9944510617989233e-12
sub-002,C4,28.75,1.992594891062501e-12
sub-002,C4,29.375,1.7440319806782923e-12
sub-002,C4,30.0,2.1412742551360705e-12
sub-002,C4,30.625,2.7710678629957508e-12
sub-002,C4,31.25,2.147109258073152e-12
sub-002,C4,31.875,1.3855722096516272e-12
sub-002,C4,32.5,1.1668797095703506e-12
sub-002,C4,33.125,1.2166200009697793e-12
sub-002,C4,33.75,1.0524080487794181e-12
sub-002,C4,34.375,1.1176065399999387e-12
sub-002,C4,35.0,1.090558961051462e-12
sub-002,C4,35.625,1.0957396635843859e-12
sub-002,C4,36.25,9.996664011086842e-13
sub-002,C4,36.875,7.289615893000843e-13
sub-002,C4,37.5,7.795162583327879e-13
sub-002,C4,38.125,9.216585615500195e-13
sub-002,C4,38.75,9.817302587892397e-13
sub-002,C4,39.375,1.3801048622291914e-12
sub-002,C4,40.0,6.775829759108897e-13
sub-002,Cz,1.25,1.804481047704262e-10
sub-002,Cz,1.875,9.555808736841464e-11
sub-002,Cz,2.5,5.4256255256139564e-11
sub-002,Cz,3.125,3.574607368472677e-11
sub-002,Cz,3.75,2.498621647429433e-11
sub-002,Cz,4.375,1.591680857127736e-11
sub-002,Cz,5.0,1.1376623140458636e-11
sub-002,Cz,5.625,1.2006409171480742e-11
sub-002,Cz,6.25,1.2379930748637555e-11
sub-002,Cz,6.875,1.4401060646619371e-11
sub-002,Cz,7.5,1.0363880523833931e-11
sub-002,Cz,8.125,1.1186762136935542e-11
sub-002,Cz,8.75,1.2452088359201641e-11
sub-002,Cz,9.375,1.28046234576104e-11
sub-002,Cz,10.0,1.3509913044117625e-11
sub-002,Cz,10.625,1.2769437340457927e-11
sub-002,Cz,11.25,1.1027184717014375e-11
sub-002,Cz,11.875,1.0796794637898967e-11
sub-002,Cz,12.5,7.570933892252209e-12
sub-002,Cz,13.125,4.899320881008876e-12
sub-002,Cz,13.75,5.651243264901861e-12
sub-002,Cz,14.375,6.1780194352332336e-12
sub-002,Cz,15.0,4.14651569519092e-12
sub-002,Cz,15.625,4.3735346030853006e-12
sub-002,Cz,16.25,3.774449697941771e-12
sub-002,Cz,16.875,4.705596437411202e-12
sub-002,Cz,17.5,3.81600663829373e-12
sub-002,Cz,18.125,4.911757087891559e-12
sub-002,Cz,18.75,4.921715841101529e-12
sub-002,Cz,19.375,5.7815841991731684e-12
sub-002,Cz,20.0,5.972299939506171e-12
sub-002,Cz,20.625,6.3412180461588475e-12
sub-002,Cz,21.25,9.317287506788004e-12
sub-002,Cz,21.875,1.171151886179138e-11
sub-002,Cz,22.5,1.1810317561817824e-11
sub-002,Cz,23.125,1.754301870973223e-11
sub-002,Cz,23.75,2.0972242138300222e-11
sub-002,Cz,24.375,1.63029828931203e-11
sub-002,Cz,25.0,1.1234857558230908e-11
sub-002,Cz,25.625,1.0600456632734978e-11
sub-002,Cz,26.25,7.470779926540456e-12
sub-002,Cz,26.875,7.50706446485353e-12
sub-002,Cz,27.5,7.638532064376615e-12
sub-002,Cz,28.125,6.600334226725916e-12
sub-002,Cz,28.75,6.216541026681791e-12
sub-002,Cz,29.375,5.010782209157935e-12
sub-002,Cz,30.0,4.413664338051308e-12
sub-002,Cz,30.625,4.913367923211597e-12
sub-002,Cz,31.25,4.008051814571265e-12
sub-002,Cz,31.875,3.0955064657246477e-12
sub-002,Cz,32.5,2.2977686146307197e-12
sub-002,Cz,33.125,1.931190822622715e-12
sub-002,Cz,33.75,2.1018560531962423e-12
sub-002,Cz,34.375,2.3978474929021915e-12
sub-002,Cz,35.0,2.1263055801120726e-12
sub-002,Cz,35.625,2.0008980196954755e-12
sub-002,Cz,36.25,2.2821058384436122e-12
sub-002,Cz,36.875,1.7459948184821723e-12
sub-002,Cz,37.5,1.6976513610089622e-12
sub-002,Cz,38.125,1.500621940639828e-12
sub-002,Cz,38.75,1.6064366166885074e-12
sub-002,Cz,39.375,2.689487874851465e-12
sub-002,Cz,40.0,1.7479186673897327e-12
sub-003,C3,1.25,5.17665709451942e-10
sub-003,C3,1.875,3.484213007662603e-10
sub-003,C3,2.5,2.6972261109046514e-10
sub-003,C3,3.125,1.8072226950516234e-10
sub-003,C3,3.75,1.5121788314737202e-10
sub-003,C3,4.375,1.341466699702847e-10
sub-003,C3,5.0,9.201685685726488e-11
sub-003,C3,5.625,1.0134228984501362e-10
sub-003,C3,6.25,8.071340674564758e-11
sub-003,C3,6.875,6.948730239330499e-11
sub-003,C3,7.5,4.720490442507255e-11
sub-003,C3,8.125,4.586156029265549e-11
sub-003,C3,8.75,3.71649096890598e-11
sub-003,C3,9.375,3.172215279292735e-11
sub-003,C3,10.0,3.3921844432787704e-11
sub-003,C3,10.625,4.6219276421347437e-11
sub-003,C3,11.25,4.449910144232967e-11
sub-003,C3,11.875,3.0570901760905e-11
sub-003,C3,12.5,1.9029341365546896e-11
sub-003,C3,13.125,1.5051571749662607e-11
sub-003,C3,13.75,1.37446771886588e-11
sub-003,C3,14.375,1.35253076501097e-11
sub-003,C3,15.0,1.0680780403397108e-11
sub-003,C3,15.625,1.365386721592716e-11
sub-003,C3,16.25,1.2092273165454433e-11
sub-003,C3,16.875,1.201444983051647e-11
sub-003,C3,17.5,1.1199922534198236e-11
sub-003,C3,18.125,1.3398295050133349e-11
sub-003,C3,18.75,1.4616323896401565e-11
sub-003,C3,19.375,1.1067672333064184e-11
sub-003,C3,20.0,1.0648586049186182e-11
sub-003,C3,20.625,8.45744969700115e-12
sub-003,C3,21.25,7.992876479038369e-12
sub-003,C3,21.875,7.977114405761786e-12
sub-003,C3,22.5,4.899952032854135e-12
sub-003,C3,23.125,6.497500657770818e-12
sub-003,C3,23.75,7.92972594875345e-12
sub-003,C3,24.375,5.93772820132041e-12
sub-003,C3,25.0,5.977473450586486e-12
sub-003,C3,25.625,6.133330384283506e-12
sub-003,C3,26.25,6.5189048976786356e-12
sub-003,C3,26.875,5.7734999115233545e-12
sub-003,C3,27.5,5.019892053299474e-12
sub-003,C3,28.125,4.772355991120555e-12
sub-003,C3,28.75,5.882259978903357e-12
sub-003,C3,29.375,5.5526167259056525e-12
sub-003,C3,30.0,4.748487119073395e-12
sub-003,C3,30.625,4.3657915029849376e-12
sub-003,C3,31.25,3.948221526574596e-12
sub-003,C3,31.875,4.132751579964961e-12
sub-003,C3,32.5,3.801004161867804e-12
sub-003,C3,33.125,4.6581664201903936e-12
sub-003,C3,33.75,4.1396587492923145e-12
sub-003,C3,34.375,2.8919157490686488e-12
sub-003,C3,35.0,3.607477984815433e-12
sub-003,C3,35.625,4.9103484631204286e-12
sub-003,C3,36.25,4.883399890509108e-12
sub-003,C3,36.875,2.990374947650869e-12
sub-003,C3,37.5,2.2675198380887704e-12
sub-003,C3,38.125,2.6760638616128104e-12
sub-003,C3,38.75,2.6802252985290886e-12
sub-003,C3,39.375,2.3750259710499718e-12
sub-003,C3,40.0,2.7066251025554745e-12
sub-003,C4,1.25,4.3037871448419057e-10
sub-003,C4,1.875,3.14412863345687e-10
sub-003,C4,2.5,2.367516452473916e-10
sub-003,C4,3.125,1.5229776371310154e-10
sub-003,C4,3.75,1.2903724861000942e-10
sub-003,C4,4.375,1.0996720386367201e-10
sub-003,C4,5.0,7.238507635582254e-11
sub-003,C4,5.625,7.857167485694352e-11
sub-003,C4,6.25,6.647147780075771e-11
sub-003,C4,6.875,5.978354710716178e-11
sub-003,C4,7.5,3.40435125809333e-11
sub-003,C4,8.125,3.5615936062818553e-11
sub-003,C4,8.75,3.513738020964464e-11
sub-003,C4,9.375,2.7415597677857996e-11
sub-003,C4,10.0,4.874268406869312e-11
sub-003,C4,10.625,5.7564955777718195e-11
sub-003,C4,11.25,4.474058962047191e-11
sub-003,C4,11.875,2.7042367800325603e-11
sub-003,C4,12.5,1.7215880776061335e-11
sub-003,C4,13.125,1.3874919872089596e-11
sub-003,C4,13.75,1.0782343241512687e-11
sub-003,C4,14.375,1.2382998974808461e-11
sub-003,C4,15.0,1.0253167872385986e-11
sub-003,C4,15.625,1.174430963484876e-11
sub-003,C4,16.25,1.2911227745920526e-11
sub-003,C4,16.875,1.279724136880192e-11
sub-003,C4,17.5,1.247836524877493e-11
sub-003,C4,18.125,1.2453945369854827e-11
sub-003,C4,18.75,1.6230665411736437e-11
sub-003,C4,19.375,1.3780535171242195e-11
sub-003,C4,20.0,1.3130134219461441e-11
sub-003,C4,20.625,1.0746138679267202e-11
sub-003,C4,21.25,8.05834318417034e-12
sub-003,C4,21.875,5.471298811014314e-12
sub-003,C4,22.5,5.954735853233677e-12
sub-003,C4,23.125,6.748747732844778e-12
sub-003,C4,23.75,5.953656064803481e-12
sub-003,C4,24.375,5.8383041973037994e-12
sub-003,C4,25.0,6.090235719899774e-12
sub-003,C4,25.625,6.047612194854954e-12
sub-003,C4,26.25,5.977236101522348e-12
sub-003,C4,26.875,5.049524740667101e-12
sub-003,C4,27.5,5.550151808237705e-12
sub-003,C4,28.125,4.967931266131751e-12
sub-003,C4,28.75,5.400293303003459e-12
sub-003,C4,29.375,5.9739923328451835e-12
sub-003,C4,30.0,4.375391664703182e-12
sub-003,C4,30.625,3.9030179655895706e-12
sub-003,C4,31.25,4.522559548856058e-12
sub-003,C4,31.875,5.312479854732826e-12
sub-003,C4,32.5,4.442402978770766e-12
sub-003,C4,33.125,4.578699621585387e-12
sub-003,C4,33.75,4.163718340238296e-12
sub-003,C4,34.375,3.3963746345869145e-12
sub-003,C4,35.0,2.989623367666199e-12
sub-003,C4,35.625,4.405728766465573e-12
sub-003,C4,36.25,5.451008167406701e-12
sub-003,C4,36.875,3.717884747366787e-12
sub-003,C4,37.5,2.63794393927037e-12
sub-003,C4,38.125,2.9737963231324104e-12
sub-003,C4,38.75,3.34874598524781e-12
sub-003,C4,39.375,3.6790219937698386e-12
sub-003,C4,40.0,3.5183477289521346e-12
sub-003,Cz,1.25,5.205568433143889e-10
sub-003,Cz,1.875,3.443994531759144e-10
sub-003,Cz,2.5,2.537178285817235e-10
sub-003,Cz,3.125,1.7383505798347267e-10
sub-003,Cz,3.75,1.6962001671595368e-10
sub-003,Cz,4.375,1.5142286572620375e-10
sub-003,Cz,5.0,9.92368079528357e-11
sub-003,Cz,5.625,1.1591056674193066e-10
sub-003,Cz,6.25,9.523202791878314e-11
sub-003,Cz,6.875,8.216020282681231e-11
sub-003,Cz,7.5,4.885153725339761e-11
sub-003,Cz,8.125,4.768598191709766e-11
sub-003,Cz,8.75,4.262993019888649e-11
sub-003,Cz,9.375,3.1222807818925326e-11
sub-003,Cz,10.0,4.3112144501462934e-11
sub-003,Cz,10.625,5.597986232880133e-11
sub-003,Cz,11.25,5.4327936888660966e-11
sub-003,Cz,11.875,3.364137897421708e-11
sub-003,Cz,12.5,1.9820584404159763e-11
sub-003,Cz,13.125,1.5767396267052792e-11
sub-003,Cz,13.75,1.3214621777973708e-11
sub-003,Cz,14.375,1.457208177837382e-11
sub-003,Cz,15.0,1.0743525836645645e-11
sub-003,Cz,15.625,1.311262367426285e-11
sub-003,Cz,16.25,1.2073331332634303e-11
sub-003,Cz,16.875,1.153864839814068e-11
sub-003,Cz,17.5,1.1372091705207901e-11
sub-003,Cz,18.125,1.1957309501102764e-11
sub-003,Cz,18.75,1.6491243542581603e-11
sub-003,Cz,19.375,1.3089077494169177e-11
sub-003,Cz,20.0,1.1037175941870753e-11
sub-003,Cz,20.625,8.031931257363662e-12
sub-003,Cz,21.25,7.362973420138279e-12
sub-003,Cz,21.875,6.345217249908386e-12
sub-003,Cz,22.5,4.73536044246325e-12
sub-003,Cz,23.125,6.22877290793377e-12
sub-003,Cz,23.75,6.126719627912659e-12
sub-003,Cz,24.375,5.071831322613824e-12
sub-003,Cz,25.0,5.8463030988287555e-12
sub-003,Cz,25.625,5.5845865899968885e-12
sub-003,Cz,26.25,5.343134640882173e-12
sub-003,Cz,26.875,4.616590189274795e-12
sub-003,Cz,27.5,4.674641148221869e-12
sub-003,Cz,28.125,4.37786536593156e-12
sub-003,Cz,28.75,5.054241396087894e-12
sub-003,Cz,29.375,4.765367327218375e-12
sub-003,Cz,30.0,4.199364838201559e-12
sub-003,Cz,30.625,3.453650904618257e-12
sub-003,Cz,31.25,3.787570478196609e-12
sub-003,Cz,31.875,4.383821743249009e-12
sub-003,Cz,32.5,3.59622043224253e-12
sub-003,Cz,33.125,4.222602029895485e-12
sub-003,Cz,33.75,3.425361217130522e-12
sub-003,Cz,34.375,2.8163976786617964e-12
sub-003,Cz,35.0,2.9608975066180138e-12
sub-003,Cz,35.625,4.324168669700638e-12
sub-003,Cz,36.25,4.792802580088707e-12
sub-003,Cz,36.875,2.8944276723292342e-12
sub-003,Cz,37.5,2.2074961947966206e-12
sub-003,Cz,38.125,2.4228786136603473e-12
sub-003,Cz,38.75,2.4948824226473995e-12
sub-003,Cz,39.375,2.533299781512583e-12
sub-003,Cz,40.0,2.4755563815319047e-12
sub-004,C3,1.25,1.041644036117536e-10
sub-004,C3,1.875,3.7938964161146535e-11
sub-004,C3,2.5,1.792643554727908e-11
sub-004,C3,3.125,1.5301696906021857e-11
sub-004,C3,3.75,1.4553161639665647e-11
sub-004,C3,4.375,7.34444145072986e-12
sub-004,C3,5.0,5.9052412695921984e-12
sub-004,C3,5.625,5.275544920236082e-12
sub-004,C3,6.25,4.5603712454711734e-12
sub-004,C3,6.875,5.41365803016979e-12
sub-004,C3,7.5,5.8845866658941185e-12
sub-004,C3,8.125,5.30502930698063e-12
sub-004,C3,8.75,3.663292622685356e-12
sub-004,C3,9.375,4.704889269585428e-12
sub-004,C3,10.0,3.93227346208193e-12
sub-004,C3,10.625,3.747170903397652e-12
sub-004,C3,11.25,3.893559001589628e-12
sub-004,C3,11.875,3.0911640438134765e-12
sub-004,C3,12.5,2.611274371266397e-12
sub-004,C3,13.125,1.9690318885107885e-12
